Date,DBC,GLD,HYG,IEF,LQD,QQQ,SPY,VGK,VT
08/10/2021,18.90587807,164.2299957,69.02681732,101.7494354,112.377037,352.1721802,413.9497986,57.90324402,94.95503235
11/10/2021,19.03179741,163.9199982,68.81199646,101.500473,112.1638565,349.4711304,410.9529419,57.56161118,94.45790863
12/10/2021,19.03179741,164.6600037,68.93928528,101.9628525,112.8800125,348.2523499,409.9413452,57.78936005,94.38426971
13/10/2021,19.13973045,167.5899963,69.12228394,102.1584625,113.4512939,351.0410461,411.4161072,58.64784241,95.05627441
14/10/2021,19.33760262,168,69.51216125,102.3985291,113.9883575,357.5061035,418.3363953,59.2960701,96.37265015
15/10/2021,19.49949837,165.3300018,69.39279938,101.891716,113.5791321,359.758606,421.5223999,59.742836,97.05387878
18/10/2021,19.38257408,164.9199982,69.36095428,101.7494354,113.4853745,363.3762512,422.7702942,59.47125626,97.1459198
19/10/2021,19.42754364,165.4499969,69.40869141,101.384903,112.8629913,366.1260986,426.0319824,59.80415344,97.84554291
20/10/2021,19.64340591,166.8999939,69.43254852,101.3404465,112.5901718,365.6482544,427.7052917,60.04944611,98.20457458
21/10/2021,19.34659576,166.75,69.25753784,101.0736923,112.3514099,367.8813171,428.8208923,60.04067993,98.15854645
22/10/2021,19.4365387,167.7700043,69.09044647,101.331543,112.8032684,364.7901917,428.3765259,60.32975006,98.21379089
